fiyat;marka;seri;model;yil;yakit;vites;km;motor_gucu_hp;motor_hacmi_cc;cekis;renk;garanti;kimden
36400;Opel;Corsa;1.2 Essentia;2007;Benzin;Manuel;55000;80;1229;Önden;Mavi;Hayýr;Sahibinden
45500;Opel;Corsa;1.4 Twinport Enjoy;2011;Benzin & LPG;Otomatik;82000;100;1364;Önden;Siyah;Hayýr;Galeriden
26500;Opel;Corsa;1.2 Essentia;2004;Benzin & LPG;Manuel;174000;76;1200;Önden;Yeþil;Hayýr;Galeriden
42500;Opel;Corsa;1.4 Twinport Enjoy;2013;Benzin;Manuel;60000;100;1364;Önden;Siyah;Hayýr;Galeriden
19500;Opel;Corsa;1.4 Swing;1997;Benzin & LPG;Otomatik;187000;60;1389;Önden;Bordo;Hayýr;Sahibinden
58000;Opel;Corsa;1.4 Design;2016;Benzin;Otomatik;12000;90;1398;Önden;Beyaz;Evet;Sahibinden
41500;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;80000;75;1248;Önden;Beyaz;Hayýr;Galeriden
40000;Opel;Corsa;1.3 CDTI Essentia;2010;Dizel;Manuel;170000;75;1248;Önden;Gümüþ Gri;Hayýr;Sahibinden
46500;Opel;Corsa;1.4 Twinport Enjoy 111;2011;Benzin;Otomatik;53000;101;1401;Önden;Gümüþ Gri;Hayýr;Sahibinden
29250;Opel;Corsa;1.4 Comfort;2002;Benzin & LPG;Otomatik;152000;76;1201;Önden;Beyaz;Hayýr;Sahibinden
39500;Opel;Corsa;1.2 Twinport Essentia;2013;Benzin;Manuel;102000;85;1229;Önden;Siyah;Hayýr;Galeriden
35000;Opel;Corsa;1.2 Essentia;2009;Benzin;Manuel;52000;80;1229;Önden;Mavi;Hayýr;Sahibinden
48000;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;64000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
51000;Opel;Corsa;1.2 Essentia;2015;Benzin;Manuel;40000;70;1229;Önden;Beyaz;Evet;Sahibinden
35000;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Yarý Otomatik;84000;70;1248;Önden;Gri;Hayýr;Sahibinden
33900;Opel;Corsa;1.3 CDTI Essentia;2006;Dizel;Manuel;111000;75;1248;Önden;Gri;Hayýr;Sahibinden
18250;Opel;Corsa;1.4 Swing;1997;Benzin & LPG;Manuel;244088;76;1201;Önden;Kýrmýzý;Hayýr;Sahibinden
26300;Opel;Corsa;1.4 Comfort;2001;Benzin & LPG;Otomatik;127500;90;1389;Önden;Gri;Hayýr;Sahibinden
43750;Opel;Corsa;1.3 CDTI Essentia;2012;Dizel;Manuel;118000;75;1248;Önden;Beyaz;Hayýr;Galeriden
60000;Opel;Corsa;1.4 Enjoy;2016;Benzin;Yarý Otomatik;25000;90;1398;Önden;Beyaz;Evet;Sahibinden
45250;Opel;Corsa;1.4 Twinport Enjoy 111;2010;Benzin;Manuel;32567;100;1364;Önden;Gri;Hayýr;Sahibinden
56500;Opel;Corsa;1.4 Essentia;2015;Benzin;Yarý Otomatik;34500;90;1398;Önden;Beyaz;Evet;Galeriden
21250;Opel;Corsa;1.7 DTI Comfort;2003;Dizel;Manuel;265000;101;1601;Önden;Beyaz;Hayýr;Sahibinden
42250;Opel;Corsa;1.3 CDTI Enjoy 111;2010;Dizel;Manuel;100035;90;1248;Önden;Siyah;Hayýr;Sahibinden
21900;Opel;Corsa;1.4 GLS;1999;Benzin;Manuel;164000;90;1389;Önden;Beyaz;Hayýr;Sahibinden
19250;Opel;Corsa;1.2 Swing;2000;Benzin;Manuel;103000;65;1199;Önden;Gümüþ Gri;Hayýr;Sahibinden
52000;Opel;Corsa;1.2 Twinport Active;2014;Benzin;Manuel;8900;85;1229;Önden;Kahverengi;Hayýr;Sahibinden
15500;Opel;Corsa;1.4 Swing;1996;Benzin;Manuel;130000;60;1389;Önden;Kýrmýzý;Hayýr;Sahibinden
25500;Opel;Corsa;1.2 Swing;2000;Benzin & LPG;Manuel;210000;65;1199;Önden;Gri;Hayýr;Sahibinden
22000;Opel;Corsa;1.4 GLS;1998;Benzin & LPG;Otomatik;214400;76;1201;Önden;Yeþil;Hayýr;Sahibinden
21000;Opel;Corsa;1.4 Swing;1998;Benzin & LPG;Otomatik;155900;90;1389;Önden;Beyaz;Hayýr;Sahibinden
34000;Opel;Corsa;1.3 CDTI Essentia;2007;Dizel;Manuel;160000;75;1248;Önden;Mavi;Hayýr;Sahibinden
34000;Opel;Corsa;1.2 Essentia;2007;Benzin & LPG;Manuel;134000;80;1229;Önden;Gri;Hayýr;Sahibinden
29000;Opel;Corsa;1.3 CDTI Silverline;2006;Dizel;Manuel;163000;70;1248;Önden;Gri;Hayýr;Sahibinden
42000;Opel;Corsa;1.3 CDTI Essentia;2014;Dizel;Manuel;128150;75;1248;Önden;Beyaz;Hayýr;Sahibinden
49750;Opel;Corsa;1.4 Twinport Essentia;2015;Benzin;Otomatik;70000;100;1364;Önden;Füme;Hayýr;Galeriden
75000;Opel;Corsa;1.6 OPC;2012;Benzin;Manuel;35000;192;1598;Önden;Beyaz;Hayýr;Sahibinden
36250;Opel;Corsa;1.2 Enjoy;2008;Benzin & LPG;Manuel;95000;80;1229;Önden;Kýrmýzý;Hayýr;Sahibinden
24750;Opel;Corsa;1.2 Essentia;2005;Benzin & LPG;Manuel;156000;80;1229;Önden;Kýrmýzý;Hayýr;Sahibinden
39500;Opel;Corsa;1.3 CDTI Essentia;2011;Dizel;Manuel;136000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
15800;Opel;Corsa;1.4 Swing;1997;Benzin & LPG;Manuel;204000;90;1389;Önden;Mavi;Hayýr;Sahibinden
25750;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Manuel;420000;70;1248;Önden;Beyaz;Hayýr;Sahibinden
14250;Opel;Corsa;1.4 Swing;1996;Benzin & LPG;Manuel;207000;60;1389;Önden;Mavi;Hayýr;Sahibinden
25000;Opel;Corsa;1.2 Essentia;2004;Benzin & LPG;Manuel;245000;80;1229;Önden;Beyaz;Hayýr;Sahibinden
22250;Opel;Corsa;1.2 Swing;2000;Benzin & LPG;Manuel;206000;51;1201;Önden;Beyaz;Hayýr;Sahibinden
36000;Opel;Corsa;1.2 Essentia;2009;Benzin;Manuel;67000;80;1229;Önden;Mavi;Hayýr;Sahibinden
58750;Opel;Corsa;1.3 CDTI Enjoy;2015;Dizel;Manuel;63000;75;1248;Önden;Lacivert;Evet;Galeriden
36950;Opel;Corsa;1.2 Twinport Essentia;2009;Benzin;Yarý Otomatik;134000;80;1229;Önden;Siyah;Evet;Galeriden
22500;Opel;Corsa;1.4 GLS;1997;Benzin & LPG;Manuel;188000;76;1401;Önden;Siyah;Evet;Sahibinden
51000;Opel;Corsa;1.4 Twinport Enjoy;2012;Benzin;Otomatik;51010;100;1364;Önden;Kýrmýzý;Hayýr;Sahibinden
22500;Opel;Corsa;1.3 CDTI Cosmo;2003;Dizel;Manuel;230000;70;1248;Önden;Kýrmýzý;Hayýr;Galeriden
15750;Opel;Corsa;1.3 CDTI Cosmo;2004;Dizel;Manuel;186000;70;1248;Önden;Beyaz;Hayýr;Sahibinden
23250;Opel;Corsa;1.4 GLS;2000;Benzin;Manuel;145900;90;1389;Önden;Kýrmýzý;Hayýr;Sahibinden
45750;Opel;Corsa;1.3 CDTI Essentia;2014;Dizel;Manuel;55000;75;1248;Önden;Beyaz;Hayýr;Galeriden
13900;Opel;Corsa;1.4 Sport;1994;Benzin & LPG;Manuel;272000;82;1389;Önden;Kýrmýzý;Hayýr;Sahibinden
32750;Opel;Corsa;1.2 Twinport Essentia;2010;Benzin;Manuel;116000;76;1200;Önden;Gümüþ Gri;Evet;Galeriden
18250;Opel;Corsa;1.4 Swing;1997;Benzin & LPG;Manuel;158000;90;1389;Önden;Sarý;Hayýr;Galeriden
18500;Opel;Corsa;1.4 Swing;1998;Benzin & LPG;Manuel;271000;60;1389;Önden;Kýrmýzý;Hayýr;Sahibinden
44000;Opel;Corsa;1.2 Twinport Essentia;2014;Benzin & LPG;Manuel;61000;85;1229;Önden;Beyaz;Hayýr;Sahibinden
39900;Opel;Corsa;1.2 Twinport Essentia;2014;Benzin;Manuel;50000;85;1229;Önden;Beyaz;Hayýr;Galeriden
37500;Opel;Corsa;1.4 Twinport Enjoy;2014;Benzin & LPG;Manuel;78000;100;1364;Önden;Beyaz;Evet;Galeriden
22900;Opel;Corsa;1.4 Comfort;2001;Benzin & LPG;Manuel;242500;90;1389;Önden;Gümüþ Gri;Hayýr;Sahibinden
25000;Opel;Corsa;1.4 Cosmo;2004;Benzin;Manuel;229000;90;1364;Önden;Gri;Hayýr;Sahibinden
16700;Opel;Corsa;1.6 GSi;1996;Benzin & LPG;Manuel;158000;106;1598;Önden;Siyah;Hayýr;Sahibinden
27000;Opel;Corsa;1.4 Enjoy;2004;Benzin & LPG;Manuel;164000;90;1364;Önden;Gümüþ Gri;Hayýr;Sahibinden
32000;Opel;Corsa;1.3 CDTI Essentia;2012;Dizel;Manuel;110000;51;1201;Önden;Kýrmýzý;Hayýr;Sahibinden
19850;Opel;Corsa;1.4 Swing;1996;Benzin & LPG;Manuel;180000;60;1389;Önden;Gri;Evet;Sahibinden
33500;Opel;Corsa;1.3 CDTI Essentia;2008;Dizel;Manuel;188000;75;1248;Önden;Sarý;Hayýr;Sahibinden
30000;Opel;Corsa;1.2 Enjoy;2005;Benzin;Manuel;113000;80;1229;Önden;Siyah;Evet;Sahibinden
34000;Opel;Corsa;1.3 CDTI Enjoy;2010;Dizel;Manuel;182000;75;1248;Önden;Lacivert;Hayýr;Sahibinden
18000;Opel;Corsa;1.4 Swing;1997;Benzin & LPG;Manuel;275000;76;1401;Önden;Bordo;Evet;Sahibinden
18500;Opel;Corsa;1.5 TD ECO;2000;Dizel;Manuel;232000;51;1401;Önden;Gri;Hayýr;Sahibinden
30000;Opel;Corsa;1.3 CDTI Enjoy;2008;Dizel;Manuel;194000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
30500;Opel;Corsa;1.2 Enjoy;2004;Benzin & LPG;Manuel;179000;80;1229;Önden;Siyah;Evet;Galeriden
41500;Opel;Corsa;1.2 Twinport Enjoy;2014;Benzin;Manuel;95000;51;1201;Önden;Beyaz;Hayýr;Galeriden
22000;Opel;Corsa;1.4 Comfort;2001;Benzin & LPG;Manuel;197000;90;1389;Önden;Beyaz;Hayýr;Sahibinden
37750;Opel;Corsa;1.3 CDTI Essentia;2011;Dizel;Manuel;132000;75;1248;Önden;Gri;Hayýr;Sahibinden
49500;Opel;Corsa;1.3 CDTI Enjoy;2012;Dizel;Manuel;60000;95;1248;Önden;Kahverengi;Hayýr;Sahibinden
38750;Opel;Corsa;1.2 Twinport Essentia;2013;Benzin;Manuel;84000;85;1229;Önden;Gümüþ Gri;Evet;Galeriden
39000;Opel;Corsa;1.3 CDTI Active;2013;Dizel;Manuel;134000;95;1248;Önden;Beyaz;Hayýr;Sahibinden
42500;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;78000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
42700;Opel;Corsa;1.2 Twinport Essentia;2013;Benzin;Manuel;48500;85;1229;Önden;Kahverengi;Hayýr;Sahibinden
16000;Opel;Corsa;1.4 Swing;1994;Benzin & LPG;Manuel;237250;60;1389;Önden;Kýrmýzý;Hayýr;Sahibinden
21500;Opel;Corsa;1.4 Swing;1997;Benzin;Otomatik;134000;90;1389;Önden;Turuncu;Hayýr;Sahibinden
43500;Opel;Corsa;1.4 Twinport Color Edition;2011;Benzin & LPG;Otomatik;89800;100;1364;Önden;Kýrmýzý;Hayýr;Sahibinden
19750;Opel;Corsa;1.2 Swing;2000;Benzin;Otomatik;157000;51;1200;Önden;Sarý;Hayýr;Sahibinden
26900;Opel;Corsa;1.0 ECO Club;2002;Benzin;Yarý Otomatik;130000;51;1200;Önden;Yeþil;Hayýr;Galeriden
41750;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;99500;75;1248;Önden;Beyaz;Hayýr;Sahibinden
19500;Opel;Corsa;1.4 Swing;1997;Benzin;Otomatik;195629;60;1389;Önden;Siyah;Hayýr;Sahibinden
21500;Opel;Corsa;1.4 GLS;2000;Benzin & LPG;Manuel;185000;90;1389;Önden;Gri;Hayýr;Sahibinden
45750;Opel;Corsa;1.4 Twinport Enjoy;2013;Benzin & LPG;Manuel;37000;100;1364;Önden;Siyah;Hayýr;Sahibinden
26000;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Manuel;202000;70;1248;Önden;Mavi;Hayýr;Sahibinden
30750;Opel;Corsa;1.2 Essentia;2004;Benzin & LPG;Manuel;148000;80;1229;Önden;Kýrmýzý;Hayýr;Sahibinden
22000;Opel;Corsa;1.4 GLS;1997;Benzin & LPG;Manuel;132000;76;1201;Önden;Yeþil;Hayýr;Sahibinden
18500;Opel;Corsa;1.4 Swing;1998;Benzin & LPG;Manuel;197000;76;1401;Önden;Mavi;Hayýr;Sahibinden
24500;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Manuel;169000;70;1248;Önden;Beyaz;Hayýr;Galeriden
17000;Opel;Corsa;1.4 Swing;1997;Benzin & LPG;Manuel;218000;90;1389;Önden;Beyaz;Hayýr;Sahibinden
37000;Opel;Corsa;1.2 Twinport Essentia;2013;Benzin;Manuel;83000;85;1229;Önden;Mavi;Hayýr;Sahibinden
42500;Opel;Corsa;1.3 CDTI Enjoy;2012;Dizel;Manuel;150000;101;1201;Önden;Beyaz;Hayýr;Sahibinden
39750;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;98000;75;1248;Önden;Gri;Hayýr;Galeriden
47000;Opel;Corsa;1.3 CDTI Enjoy;2012;Dizel;Manuel;59000;75;1248;Önden;Kahverengi;Hayýr;Sahibinden
24000;Opel;Corsa;1.2 Swing;1999;Benzin;Otomatik;115800;51;1200;Önden;Gri;Hayýr;Sahibinden
36000;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;139000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
20500;Opel;Corsa;1.4 Swing;1997;Benzin & LPG;Manuel;147000;60;1389;Önden;Bordo;Hayýr;Sahibinden
58500;Opel;Corsa;1.4 Twinport Essentia;2015;Benzin & LPG;Otomatik;42000;76;1201;Önden;Gri;Evet;Sahibinden
18500;Opel;Corsa;1.2 Club;2001;Benzin;Manuel;199800;51;1200;Önden;Gri;Hayýr;Sahibinden
27500;Opel;Corsa;1.3 CDTI Enjoy;2006;Dizel;Manuel;292142;50;1401;Önden;Kýrmýzý;Hayýr;Sahibinden
20000;Opel;Corsa;1.4 Swing;1998;Benzin & LPG;Manuel;227000;60;1389;Önden;Gümüþ Gri;Hayýr;Sahibinden
30000;Opel;Corsa;1.3 CDTI Enjoy;2008;Dizel;Manuel;133500;75;1248;Önden;Siyah;Hayýr;Sahibinden
19500;Opel;Corsa;1.4 GLS;1999;Benzin;Manuel;195000;90;1389;Önden;Mavi;Hayýr;Sahibinden
15000;Opel;Corsa;1.4 Sport;1998;Benzin & LPG;Manuel;180000;90;1389;Önden;Gri;Hayýr;Sahibinden
42500;Opel;Corsa;1.2 Essentia;2012;Benzin;Manuel;51000;80;1229;Önden;Gümüþ Gri;Hayýr;Sahibinden
38500;Opel;Corsa;1.2 Essentia;2012;Benzin;Manuel;103000;80;1229;Önden;Siyah;Hayýr;Galeriden
23900;Opel;Corsa;1.2 Swing;1999;Benzin;Otomatik;7000;65;1199;Önden;Siyah;Evet;Sahibinden
30500;Opel;Corsa;1.4 Enjoy;2004;Benzin;Manuel;130000;90;1364;Önden;Gümüþ Gri;Hayýr;Galeriden
21900;Opel;Corsa;1.4 Swing;1998;Benzin & LPG;Otomatik;136000;60;1389;Önden;Yeþil;Hayýr;Sahibinden
22500;Opel;Corsa;1.4 GLS;1998;Benzin;Otomatik;157000;51;1201;Önden;Sarý;Hayýr;Sahibinden
44250;Opel;Corsa;1.2 Essentia;2014;Benzin;Manuel;26000;51;1200;Önden;Lacivert;Evet;Sahibinden
54500;Opel;Corsa;1.4 Design;2015;Benzin;Otomatik;48000;76;1401;Önden;Beyaz;Hayýr;Galeriden
17900;Opel;Corsa;1.5 TD ECO;2000;Dizel;Manuel;199000;67;1488;Önden;Beyaz;Evet;Sahibinden
38000;Opel;Corsa;1.2 Enjoy;2008;Benzin;Manuel;81000;80;1229;Önden;Gri;Hayýr;Galeriden
49500;Opel;Corsa;1.4 Essentia;2015;Benzin;Yarý Otomatik;70000;90;1398;Önden;Gri;Hayýr;Galeriden
18000;Opel;Corsa;1.7 DTI Comfort;2003;Dizel;Manuel;221000;126;1601;Önden;Beyaz;Hayýr;Sahibinden
35750;Opel;Corsa;1.3 CDTI Essentia;2011;Dizel;Manuel;185000;75;1248;Önden;Füme;Hayýr;Galeriden
37750;Opel;Corsa;1.2 Twinport Essentia;2013;Benzin;Manuel;40800;85;1229;Önden;Mavi;Hayýr;Sahibinden
50750;Opel;Corsa;1.4 Essentia;2015;Benzin;Yarý Otomatik;85000;90;1398;Önden;Gri;Hayýr;Galeriden
27900;Opel;Corsa;1.3 CDTI Enjoy;2007;Dizel;Manuel;361000;51;1201;Önden;Gümüþ Gri;Hayýr;Galeriden
28500;Opel;Corsa;1.2 Essentia;2004;Benzin;Manuel;165000;75;1199;Önden;Sarý;Hayýr;Sahibinden
38000;Opel;Corsa;1.2 Twinport Essentia;2012;Benzin;Manuel;19500;51;1200;Önden;Siyah;Hayýr;Sahibinden
47400;Opel;Corsa;1.2 Essentia;2016;Benzin;Manuel;48000;70;1229;Önden;Beyaz;Hayýr;Sahibinden
32250;Opel;Corsa;1.2 Enjoy;2005;Benzin & LPG;Yarý Otomatik;121900;75;1199;Önden;Gümüþ Gri;Hayýr;Sahibinden
44850;Opel;Corsa;1.2 Twinport Essentia;2011;Benzin & LPG;Yarý Otomatik;79000;85;1229;Önden;Gri;Hayýr;Sahibinden
16000;Opel;Corsa;1.4 Swing;1997;Benzin & LPG;Manuel;220000;60;1389;Önden;Siyah;Hayýr;Sahibinden
22000;Opel;Corsa;1.7 DTI Comfort;2003;Dizel;Manuel;225000;126;1601;Önden;Mavi;Hayýr;Sahibinden
46750;Opel;Corsa;1.2 Twinport Active;2014;Benzin & LPG;Manuel;42500;85;1229;Önden;Gümüþ Gri;Hayýr;Sahibinden
45000;Opel;Corsa;1.4 Twinport Enjoy;2012;Benzin & LPG;Manuel;76000;100;1364;Önden;Siyah;Hayýr;Galeriden
40750;Opel;Corsa;1.2 Twinport Essentia;2014;Benzin;Manuel;50000;76;1200;Önden;Kýrmýzý;Evet;Galeriden
33950;Opel;Corsa;1.2 Essentia;2012;Benzin;Manuel;97000;80;1229;Önden;Lacivert;Hayýr;Galeriden
30750;Opel;Corsa;1.2 Enjoy;2007;Benzin;Manuel;155000;80;1229;Önden;Siyah;Hayýr;Galeriden
19000;Opel;Corsa;1.4 Swing;1998;Benzin & LPG;Manuel;218000;90;1389;Önden;Siyah;Hayýr;Galeriden
31750;Opel;Corsa;1.3 CDTI Essentia;2008;Dizel;Manuel;145000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
44500;Opel;Corsa;1.3 CDTI Enjoy;2012;Dizel;Manuel;90000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
26500;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Manuel;148000;70;1248;Önden;Mor;Hayýr;Sahibinden
28900;Opel;Corsa;1.4 Comfort;2002;Benzin;Manuel;99000;90;1389;Önden;Yeþil;Hayýr;Sahibinden
42950;Opel;Corsa;1.2 Twinport Essentia;2012;Benzin & LPG;Manuel;53000;85;1229;Önden;Beyaz;Hayýr;Sahibinden
18000;Opel;Corsa;1.3 CDTI Cosmo;2004;Dizel;Manuel;238000;70;1248;Önden;Beyaz;Hayýr;Sahibinden
19499;Opel;Corsa;1.2 Swing;1999;Benzin & LPG;Manuel;230422;65;1199;Önden;Yeþil;Hayýr;Sahibinden
55000;Opel;Corsa;1.3 CDTI Active;2014;Dizel;Manuel;19393;95;1248;Önden;Füme;Evet;Sahibinden
46000;Opel;Corsa;1.2 Essentia;2015;Benzin;Manuel;16250;70;1229;Önden;Beyaz;Hayýr;Sahibinden
51500;Opel;Corsa;1.3 CDTI Enjoy;2013;Dizel;Manuel;63000;75;1248;Önden;Kahverengi;Evet;Sahibinden
45000;Opel;Corsa;1.2 Twinport Essentia;2014;Benzin;Yarý Otomatik;38500;85;1229;Önden;Beyaz;Hayýr;Galeriden
38500;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;114000;51;1201;Önden;Gümüþ Gri;Hayýr;Sahibinden
39950;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;112000;75;1248;Önden;Beyaz;Hayýr;Galeriden
23500;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Manuel;248000;70;1248;Önden;Siyah;Hayýr;Sahibinden
27950;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Manuel;145000;70;1248;Önden;Kýrmýzý;Hayýr;Galeriden
37500;Opel;Corsa;1.3 CDTI Essentia;2008;Dizel;Manuel;95500;75;1248;Önden;Mavi;Hayýr;Sahibinden
53000;Opel;Corsa;1.4 Enjoy;2015;Benzin;Yarý Otomatik;31500;76;1401;Önden;Gri;Hayýr;Sahibinden
21500;Opel;Corsa;1.4 100. Yýl;2000;Benzin & LPG;Manuel;255000;90;1389;Önden;Gri;Hayýr;Sahibinden
36500;Opel;Corsa;1.3 CDTI Essentia;2011;Dizel;Manuel;155000;75;1248;Önden;Siyah;Hayýr;Sahibinden
35000;Opel;Corsa;1.3 CDTI Enjoy;2007;Dizel;Manuel;133000;75;1248;Önden;Gümüþ Gri;Hayýr;Sahibinden
35750;Opel;Corsa;1.3 CDTI Essentia;2009;Dizel;Manuel;186000;75;1248;Önden;Mavi;Hayýr;Sahibinden
19000;Opel;Corsa;1.4 Swing;1997;Benzin;Manuel;157000;90;1389;Önden;Beyaz;Hayýr;Sahibinden
54000;Opel;Corsa;1.4 Enjoy;2015;Benzin;Manuel;16000;76;1201;Önden;Beyaz;Hayýr;Galeriden
47500;Opel;Corsa;1.4 Twinport Essentia;2013;Benzin;Otomatik;62000;100;1364;Önden;Gümüþ Gri;Hayýr;Sahibinden
31500;Opel;Corsa;1.2 Enjoy;2003;Benzin & LPG;Yarý Otomatik;184753;75;1199;Önden;Sarý;Hayýr;Galeriden
46250;Opel;Corsa;1.4 Twinport Essentia;2013;Benzin;Otomatik;74000;100;1364;Önden;Gümüþ Gri;Evet;Galeriden
28700;Opel;Corsa;1.4 Enjoy;2004;Benzin;Manuel;161000;90;1364;Önden;Siyah;Hayýr;Galeriden
36900;Opel;Corsa;1.2 Twinport Essentia;2007;Benzin;Yarý Otomatik;138000;80;1229;Önden;Mavi;Hayýr;Galeriden
23500;Opel;Corsa;1.4 100. Yýl;2000;Benzin & LPG;Otomatik;200000;76;1201;Önden;Mavi;Hayýr;Sahibinden
19500;Opel;Corsa;1.4 Swing;1998;Benzin & LPG;Manuel;194000;60;1389;Önden;Beyaz;Hayýr;Sahibinden
22500;Opel;Corsa;1.4 Swing;1998;Benzin & LPG;Manuel;190;90;1389;Önden;Beyaz;Hayýr;Sahibinden
26000;Opel;Corsa;1.3 CDTI Black&White;2008;Dizel;Manuel;208000;76;1201;Önden;Beyaz;Hayýr;Sahibinden
29000;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Manuel;174000;70;1248;Önden;Beyaz;Hayýr;Sahibinden
40500;Opel;Corsa;1.2 Essentia;2011;Benzin;Manuel;30310;76;1200;Önden;Gri;Hayýr;Sahibinden
18000;Opel;Corsa;1.4 Swing;1997;Benzin & LPG;Manuel;163300;60;1389;Önden;Bordo;Hayýr;Sahibinden
18750;Opel;Corsa;1.3 CDTI Cosmo;2006;Dizel;Manuel;218500;70;1248;Önden;Beyaz;Hayýr;Galeriden
14250;Opel;Corsa;1.2 City;1994;Benzin;Manuel;184000;45;1196;Önden;Beyaz;Hayýr;Galeriden
35000;Opel;Corsa;1.4 Cosmo;2007;Benzin & LPG;Manuel;94500;90;1364;Önden;Siyah;Hayýr;Sahibinden
30500;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Yarý Otomatik;207000;70;1248;Önden;Gri;Hayýr;Sahibinden
17000;Opel;Corsa;1.6 GSi;1996;Benzin;Manuel;170000;106;1598;Önden;Beyaz;Hayýr;Sahibinden
29500;Opel;Corsa;1.2 Essentia;2005;Benzin;Yarý Otomatik;187000;75;1199;Önden;Gri;Hayýr;Sahibinden
44000;Opel;Corsa;1.2 Twinport Enjoy;2011;Benzin;Yarý Otomatik;73000;85;1229;Önden;Gri;Hayýr;Sahibinden
33000;Opel;Corsa;1.3 CDTI Essentia;2009;Dizel;Manuel;158000;75;1248;Önden;Siyah;Hayýr;Sahibinden
31500;Opel;Corsa;1.3 CDTI Enjoy;2008;Dizel;Manuel;170000;90;1248;Önden;Mavi;Hayýr;Sahibinden
28500;Opel;Corsa;1.2 Enjoy;2005;Benzin;Manuel;100000;80;1229;Önden;Gümüþ Gri;Hayýr;Sahibinden
37400;Opel;Corsa;1.4 Enjoy;2008;Benzin & LPG;Otomatik;149715;90;1364;Önden;Siyah;Hayýr;Sahibinden
18500;Opel;Corsa;1.4 GLS;1997;Benzin & LPG;Manuel;152500;76;1401;Önden;Kýrmýzý;Hayýr;Sahibinden
28750;Opel;Corsa;1.3 CDTI Enjoy;2007;Dizel;Manuel;200000;51;1201;Önden;Mavi;Hayýr;Sahibinden
37000;Opel;Corsa;1.3 CDTI Essentia;2010;Dizel;Manuel;125133;51;1201;Önden;Gümüþ Gri;Hayýr;Sahibinden
43000;Opel;Corsa;1.2 Twinport Enjoy 111;2011;Benzin;Manuel;84500;85;1229;Önden;Gri;Hayýr;Sahibinden
39950;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;120000;75;1248;Önden;Beyaz;Evet;Galeriden
34500;Opel;Corsa;1.3 CDTI Enjoy;2005;Dizel;Manuel;146000;70;1248;Önden;Gümüþ Gri;Hayýr;Galeriden
22850;Opel;Corsa;1.0 ECO Club;2003;Benzin;Yarý Otomatik;187000;58;973;Önden;Mavi;Hayýr;Galeriden
24500;Opel;Corsa;1.4 Comfort;2001;Benzin & LPG;Manuel;225000;90;1389;Önden;Mavi;Hayýr;Sahibinden
27500;Opel;Corsa;1.4 Enjoy;2004;Benzin & LPG;Manuel;200000;90;1364;Önden;Kýrmýzý;Hayýr;Sahibinden
26500;Opel;Corsa;1.2 Comfort;2001;Benzin & LPG;Manuel;172000;75;1199;Önden;Yeþil;Hayýr;Sahibinden
17500;Opel;Corsa;1.4 Swing;1994;Benzin & LPG;Manuel;197000;50;1401;Önden;Mavi;Evet;Sahibinden
18750;Opel;Corsa;1.4 Swing;1997;Benzin;Manuel;132200;90;1389;Önden;Yeþil;Hayýr;Sahibinden
30900;Opel;Corsa;1.3 CDTI Essentia;2008;Dizel;Manuel;233000;51;1201;Önden;Gümüþ Gri;Hayýr;Sahibinden
18500;Opel;Corsa;1.4 100. Yýl;1999;Benzin;Manuel;195000;51;1201;Önden;Gümüþ Gri;Hayýr;Sahibinden
29500;Opel;Corsa;1.3 CDTI Essentia;2006;Dizel;Manuel;130970;75;1248;Önden;Kýrmýzý;Evet;Sahibinden
16900;Opel;Corsa;1.7 DTI Comfort;2003;Dizel;Manuel;196000;101;1601;Önden;Beyaz;Hayýr;Sahibinden
20250;Opel;Corsa;1.4 Swing;1997;Benzin & LPG;Manuel;200000;76;1201;Önden;Beyaz;Hayýr;Galeriden
59750;Opel;Corsa;1.4 Design;2017;Benzin;Otomatik;7903;90;1398;Önden;Gri;Evet;Galeriden
